Order_ID,Order_Date,Customer_ID,Customer_Name,Segment,Region,State,City,Product_ID,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Unit_Cost,Shipping_Cost,Marketing_Cost,Payment_Mode,Sales_Channel,Order_Status,Salesperson,Production_City,Customer_Rating,Return_Reason
ORD002231,2025-05-12,C0201,Customer 201,Home Office,South,Telangana,Hyderabad,P006,Furniture,Office Chair,4,7213.24,12,4975.16,600,1591.24,Net Banking,Retail Store,Delivered,Jay,Hyderabad,3,
ORD002232,2025-06-24,C0481,Customer 481,Corporate,North,Rajasthan,Jaipur,P011,Office Supplies,Printer Paper,3,331.38,12,252.73,600,20.42,Credit Card,Distributor,Delivered,Imran,Surat,4,
ORD002233,2024-02-18,C0237,Customer 237,Consumer,South,Tamil Nadu,Chennai,P009,Furniture,Sofa,12,22239.41,0,17943.32,540,9386.25,Credit Card,Marketplace,Delivered,Kavita,Chennai,,
ORD002234,2025-05-25,C0503,Customer 503,Consumer,South,Tamil Nadu,Chennai,P003,Electronics,Bluetooth Speaker,3,3143.39,7,1772.28,80,324.69,Wallet,Distributor,Cancelled,Asha,Hyderabad,4,
ORD002235,2025-02-06,C0636,Customer 636,Home Office,North,Rajasthan,Udaipur,P001,Electronics,Laptop,4,43720.34,27,42221.63,200,6830.44,UPI,Online,Delivered,Sonal,Pune,5,
ORD002236,2024-04-01,C0144,Customer 144,Home Office,East,Odisha,Bhubaneswar,P006,Furniture,Office Chair,1,5772.43,7,4888.37,80,210.44,UPI,Distributor,Delivered,Farhan,Kolkata,4,
ORD002237,2024-04-14,C0095,Customer 95,Small Business,East,West Bengal,Kolkata,P010,Office Supplies,Notebook Pack,2,198.38,7,122.46,450,12.27,Wallet,Marketplace,Returned,Nitin,Surat,5,
ORD002238,2025-10-05,C0202,Customer 202,Small Business,North,Rajasthan,Jodhpur,P004,Electronics,Monitor,2,10237.05,28,10116.02,80,1160.04,Debit Card,Online,Delivered,Farhan,Pune,5,
ORD002239,2025-04-29,C0307,Customer 307,Consumer,North,Uttar Pradesh,Lucknow,P013,Office Supplies,Stapler,3,263.87,10,183.94,250,14.48,Debit Card,Online,In Transit,Ramesh,Kolkata,1,
ORD002240,2025-07-12,C0455,Customer 455,Consumer,East,Odisha,Bhubaneswar,P009,Furniture,Sofa,1,17155.71,3,20379.33,300,898.17,Wallet,Retail Store,Delivered,Kavita,Patna,4,
ORD002241,2024-09-22,C0215,Customer 215,Small Business,South,Telangana,Hyderabad,P008,Furniture,Bookshelf,1,5917.13,5,4090.17,450,82.4,UPI,Online,In Transit,Mehul,Surat,5,
ORD002242,2024-05-03,C0660,Customer 660,Small Business,West,Gujarat,Surat,P009,Furniture,Sofa,2,23681.95,3,18337.62,150,1408.51,Wallet,Marketplace,Delivered,Kavita,Bhubaneswar,1,
ORD002243,2024-01-24,C0539,Customer 539,Consumer,East,Bihar,Patna,P002,Electronics,Smartphone,3,20952.06,0,20843.71,150,3575.63,Wallet,Distributor,Delivered,Jay,Ahmedabad,3,
ORD002244,2025-04-25,C0203,Customer 203,Consumer,North,Rajasthan,Jaipur,P003,Electronics,Bluetooth Speaker,1,2895.65,7,2016.94,450,136.07,UPI,Online,Delivered,Priyanka,Hyderabad,4,
ORD002245,2024-06-14,C0049,Customer 49,Corporate,West,Gujarat,Surat,P014,Appliances,Air Cooler,2,8660.55,7,6914.52,80,635.69,Wallet,Marketplace,Delivered,Priyanka,Pune,3,
ORD002246,2025-02-17,C0629,Customer 629,Corporate,West,Gujarat,Ahmedabad,P001,Electronics,Laptop,2,52188.95,0,43451.9,120,1487.09,COD,Retail Store,Returned,Sonal,Pune,,Damaged
ORD002247,2025-02-25,C0576,Customer 576,Consumer,South,Tamil Nadu,Chennai,P008,Furniture,Bookshelf,1,5541.92,0,3999.39,150,194.41,Net Banking,Online,In Transit,Nitin,Bhubaneswar,,
ORD002248,2024-03-20,C0443,Customer 443,Consumer,North,Uttar Pradesh,Lucknow,P007,Furniture,Study Table,1,8410.17,3,7492.79,150,226.37,COD,Retail Store,Delivered,Ramesh,Noida,1,
ORD002249,2025-10-08,C0566,Customer 566,Consumer,North,Rajasthan,Udaipur,P015,Appliances,Mixer Grinder,2,2609.49,0,2419.13,200,127.93,Credit Card,Online,Delivered,Asha,Chennai,2,
ORD002250,2025-02-17,C0454,Customer 454,Consumer,North,Rajasthan,Udaipur,P017,Appliances,LED Bulb Pack,5,410.91,3,279.57,1080,29.38,Wallet,Online,Delivered,Sonal,Hyderabad,1,
ORD002251,2024-08-24,C0225,Customer 225,Consumer,East,Bihar,Patna,P014,Appliances,Air Cooler,1,6807.25,17,6020.8,80,366.39,Credit Card,Online,Returned,Imran,Pune,,Damaged
ORD002252,2024-06-28,C0082,Customer 82,Small Business,North,Rajasthan,Jodhpur,P003,Electronics,Bluetooth Speaker,4,2646.73,0,1915.46,150,352.58,Debit Card,Distributor,Returned,Kavita,Pune,,Price Issue
ORD002253,2024-09-16,C0318,Customer 318,Home Office,South,Karnataka,Mysuru,P014,Appliances,Air Cooler,3,7094.76,12,6566.22,600,542.29,UPI,Distributor,In Transit,Nitin,Chennai,4,
ORD002254,2024-02-02,C0624,Customer 624,Consumer,South,Telangana,Hyderabad,P001,Electronics,Laptop,6,56057.05,10,38074.17,810,12502.72,Net Banking,Marketplace,Delivered,Farhan,Pune,,
ORD002255,2025-02-27,C0581,Customer 581,Home Office,North,Rajasthan,Jodhpur,P006,Furniture,Office Chair,4,6033.52,7,5533.57,250,1359.14,Debit Card,Marketplace,Delivered,Priyanka,Mysuru,,
ORD002256,2024-06-18,C0494,Customer 494,Consumer,West,Maharashtra,Mumbai,P007,Furniture,Study Table,4,9803.69,3,8252.58,200,1922.19,Credit Card,Retail Store,Delivered,Jay,Pune,4,
ORD002257,2025-07-15,C0445,Customer 445,Home Office,North,Rajasthan,Jodhpur,P016,Appliances,Water Purifier,3,9416.05,,9692.02,300,501.98,Credit Card,Online,Delivered,Kavita,Pune,2,
ORD002258,2024-07-04,C0598,Customer 598,Consumer,North,Rajasthan,Udaipur,P006,Furniture,Office Chair,5,6096.78,12,5847.85,1080,912,UPI,Retail Store,Delivered,Priyanka,Mumbai,,
ORD002259,2024-11-21,C0689,Customer 689,Home Office,North,Uttar Pradesh,Noida,P001,Electronics,Laptop,2,47655.29,3,42828.9,600,2431.76,Wallet,Distributor,Delivered,Nitin,Ahmedabad,,
ORD002260,2024-09-14,C0163,Customer 163,Corporate,North,Rajasthan,Jaipur,P010,Office Supplies,Notebook Pack,3,214.61,5,120.15,450,36.49,Net Banking,Retail Store,Delivered,Jay,Bengaluru,1,
ORD002261,2024-05-26,C0086,Customer 86,Home Office,West,Maharashtra,Mumbai,P008,Furniture,Bookshelf,1,6487.58,0,4055.08,120,67.23,Wallet,Retail Store,Delivered,Ramesh,Noida,4,
ORD002262,2025-10-24,C0685,Customer 685,Consumer,South,Telangana,Hyderabad,P001,Electronics,Laptop,1,56419.11,0,42103.21,120,3012.9,Credit Card,Distributor,Delivered,Sonal,Hyderabad,4,
ORD002263,2025-08-25,C0354,Customer 354,Consumer,West,Maharashtra,Pune,P012,Office Supplies,Pen Box,2,224.11,22,106.58,250,21.2,Debit Card,Marketplace,Delivered,Farhan,Gandhinagar,2,
ORD002264,2025-02-23,C0316,Diya Reddy,Consumer,North,Delhi,Delhi,P017,Appliances,LED Bulb Pack,2,506.59,0,257.86,120,31.06,Debit Card,Marketplace,Delivered,Ramesh,Hyderabad,4,
ORD002265,2025-01-30,C0695,Meera Joshi,Home Office,East,West Bengal,Kolkata,P016,Appliances,Water Purifier,2,9841.9,22,9340.14,300,409.49,UPI,Distributor,Delivered,Kavita,Chennai,3,
ORD002266,2024-02-23,C0388,Customer 388,Consumer,West,Maharashtra,Nagpur,P007,Furniture,Study Table,3,8733.5,12,7466.43,80,307.25,UPI,Retail Store,Delivered,Farhan,Bhubaneswar,3,
ORD002267,2025-05-24,C0027,Customer 27,Consumer,North,Rajasthan,Jodhpur,P004,Electronics,Monitor,3,10227.14,35,9961.56,150,1317.48,Debit Card,Retail Store,Delivered,Imran,Pune,5,
ORD002268,2024-05-23,C0623,Customer 623,Consumer,East,West Bengal,Kolkata,P006,Furniture,Office Chair,4,5484.18,26,5629.69,200,1219.05,Debit Card,Distributor,Delivered,Sonal,Udaipur,4,
ORD002269,2025-09-12,C0587,Customer 587,Home Office,West,Gujarat,Gandhinagar,P014,Appliances,Air Cooler,1,7279.83,18,6650.04,300,278.45,Debit Card,Retail Store,In Transit,Sonal,Pune,3,
ORD002270,2025-03-19,C0472,Customer 472,Consumer,North,Uttar Pradesh,Noida,P005,Electronics,Keyboard,4,998.59,10,574.23,600,172.78,COD,Retail Store,Delivered,Nitin,Hyderabad,,
ORD002271,2024-09-03,C0293,Customer 293,Corporate,North,Rajasthan,Jaipur,P013,Office Supplies,Stapler,3,263.13,7,165.93,250,33.31,Credit Card,Retail Store,Returned,Imran,Hyderabad,2,Late Delivery
ORD002272,2024-02-01,C0570,Customer 570,Corporate,North,Delhi,Delhi,P007,Furniture,Study Table,2,10042.34,35,7363.67,250,679.68,Debit Card,Distributor,In Transit,Priyanka,Ahmedabad,3,
ORD002273,2024-02-02,C0080,Customer 80,Consumer,North,Uttar Pradesh,Lucknow,P001,ELECTRONICS,Laptop,2,40034.56,3,42442.91,150,1873.96,Credit Card,Distributor,Delivered,Mehul,Chennai,1,
ORD002274,2025-11-14,C0564,Customer 564,Consumer,West,Gujarat,Ahmedabad,P015,Appliances,Mixer Grinder,2,3273.72,0,2541,450,204.12,UPI,Marketplace,Delivered,Imran,Ahmedabad,2,
ORD002275,2025-02-12,C0128,Customer 128,Home Office,North,Rajasthan,Udaipur,P009,Furniture,Sofa,3,17611.49,15,19491.58,200,543.68,COD,Retail Store,Delivered,Ramesh,Mysuru,5,
ORD002276,2024-01-23,C0515,Customer 515,Small Business,East,Bihar,Patna,P001,Electronics,Laptop,3,41919.16,8,41576.12,150,2487.04,Net Banking,Online,Delivered,Kavita,Bengaluru,1,
ORD002277,2024-06-28,C0595,Customer 595,Small Business,East,Bihar,Patna,P001,Electronics,Laptop,1,39480.97,5,38359.03,200,1052.09,Credit Card,Marketplace,Returned,Ramesh,Pune,2,Late Delivery
ORD002278,2024-07-23,C0480,Customer 480,Consumer,West,Maharashtra,Pune,P016,Appliances,Water Purifier,3,13225.58,12,10166.99,150,979.39,COD,Distributor,Delivered,Asha,Chennai,2,
ORD002279,2025-02-04,C0087,Customer 87,Consumer,West,Maharashtra,Pune,P006,Furniture,Office Chair,1,7255.52,28,4891.34,250,282.18,UPI,Marketplace,Delivered,Sonal,Jaipur,3,
ORD002280,2024-06-25,C0513,Customer 513,Consumer,West,Gujarat,Ahmedabad,P016,Appliances,Water Purifier,1,13098.53,0,10501.28,450,462.47,Debit Card,Retail Store,Delivered,Imran,Pune,5,
ORD002281,2024-09-26,C0644,Customer 644,Small Business,South,Karnataka,Bengaluru,P016,Appliances,Water Purifier,1,14509.78,12,9572.22,300,727.81,Debit Card,Marketplace,Cancelled,Priyanka,Chennai,1,
ORD002282,2025-08-29,C0660,Customer 660,Small Business,West,Gujarat,Surat,P002,Electronics,Smartphone,1,24837.28,0,20397.33,250,262.04,Debit Card,Distributor,Delivered,Nitin,Ahmedabad,,
ORD002283,2024-10-18,C0113,Customer 113,Corporate,East,Bihar,Patna,P009,Furniture,Sofa,4,16164.43,0,18843.54,300,2624.52,COD,Retail Store,Delivered,Farhan,Jaipur,3,
ORD002284,2025-07-20,C0670,Customer 670,Home Office,North,Uttar Pradesh,Noida,P013,Office Supplies,Stapler,2,278.29,18,188.33,120,21.34,UPI,Online,Delivered,Ramesh,Surat,4,
ORD002285,2025-07-17,C0163,Customer 163,Corporate,North,Rajasthan,Jaipur,P013,Office Supplies,Stapler,2,297.62,10,172.18,600,20.85,Debit Card,Online,Delivered,Priyanka,Noida,5,
ORD002286,2024-03-22,C0042,Customer 42,Consumer,East,Odisha,Bhubaneswar,P007,Furniture,Study Table,1,8299.78,28,7234.19,80,335.43,UPI,Online,Delivered,Farhan,Gandhinagar,5,
ORD002287,2025-04-28,C0222,Customer 222,Consumer,West,Gujarat,Gandhinagar,P007,Furniture,Study Table,10,8275.97,12,7795.09,360,3755.7,Debit Card,Online,Delivered,Mehul,Hyderabad,5,
ORD002288,2025-12-29,C0022,Customer 22,Corporate,North,Rajasthan,Jaipur,P017,Appliances,LED Bulb Pack,1,456.45,5,269.96,80,16.9,Wallet,Marketplace,Delivered,Jay,Pune,5,
ORD002289,2025-06-27,C0193,Customer 193,Corporate,East,West Bengal,Kolkata,P003,Electronics,Bluetooth Speaker,3,2484.63,3,1968.05,150,361.13,COD,Online,Delivered,Ramesh,Chennai,4,
ORD002290,2025-12-26,C0643,Customer 643,Small Business,North,Uttar Pradesh,Lucknow,P008,Furniture,Bookshelf,1,5175.9,7,3874.99,150,116.35,Debit Card,Distributor,Delivered,Nitin,Udaipur,5,
ORD002291,2025-12-06,C0120,Customer 120,Consumer,West,Maharashtra,Mumbai,P006,Furniture,Office Chair,4,7612.63,0,4942.28,250,896.82,Wallet,Online,Delivered,Ramesh,Mysuru,3,
ORD002292,2024-03-29,C0455,Customer 455,Consumer,East,Odisha,Bhubaneswar,P014,Appliances,Air Cooler,2,6342.27,3,6324.08,300,182.48,Debit Card,Online,In Transit,Sonal,Ahmedabad,,
ORD002293,2024-08-06,C0343,Customer 343,Corporate,North,Rajasthan,Jodhpur,P010,Office Supplies,Notebook Pack,10,194.48,26,129.58,1080,98.86,COD,Online,Delivered,Priyanka,Mumbai,4,
ORD002294,2024-12-23,C0263,Customer 263,Small Business,East,Bihar,Patna,P010,Office Supplies,Notebook Pack,1,186.62,7,132.39,120,2.82,Debit Card,Distributor,Cancelled,Ramesh,Jodhpur,4,
ORD002295,2024-12-19,C0639,Customer 639,Consumer,East,West Bengal,Kolkata,P014,Appliances,Air Cooler,4,6579.7,0,6071.37,200,734.46,UPI,Marketplace,Returned,Priyanka,Ahmedabad,2,Price Issue
ORD002296,2024-01-25,C0446,Customer 446,Consumer,North,Uttar Pradesh,Lucknow,P004,Electronics,Monitor,1,10657.23,15,9676.46,200,450.86,UPI,Retail Store,Delivered,Mehul,Ahmedabad,,
ORD002297,2024-08-16,C0483,Customer 483,Corporate,South,Tamil Nadu,Chennai,P010,Office Supplies,Notebook Pack,1,248.14,5,131.24,250,11.13,Debit Card,Marketplace,Delivered,Imran,Pune,,
ORD002298,2025-11-17,C0522,Customer 522,Consumer,East,Bihar,Patna,P009,Furniture,Sofa,3,17086.89,15,19657.04,120,1481.96,Wallet,Retail Store,Delivered,Ramesh,Mumbai,2,
ORD002299,2024-08-27,C0526,Customer 526,Corporate,South,Telangana,Hyderabad,P002,Electronics,Smartphone,2,31882.35,12,22327.27,120,3499.72,Credit Card,Online,Delivered,Nitin,Ahmedabad,5,
ORD002300,2024-05-25,C0668,Customer 668,Consumer,West,Maharashtra,Mumbai,P003,Electronics,Bluetooth Speaker,2,3240.64,10,2067.76,450,303.61,Credit Card,Distributor,Delivered,Kavita,Hyderabad,4,
ORD002301,2025-11-25,C0045,Customer 45,Consumer,North,Rajasthan,Jaipur,P008,Furniture,Bookshelf,2,5704.73,28,3800.27,150,232.86,UPI,Retail Store,Delivered,Imran,Ahmedabad,3,
ORD002302,2024-12-07,C0413,Customer 413,Corporate,East,Bihar,Patna,P013,Office Supplies,Stapler,2,209.34,22,188.68,150,23.4,UPI,Distributor,Delivered,Imran,Gandhinagar,5,
ORD002303,2024-05-09,C0631,Customer 631,Home Office,West,Maharashtra,Nagpur,P007,Furniture,Study Table,4,8567.65,10,7118.5,120,1197.18,UPI,Online,Delivered,Sonal,Pune,1,
ORD002304,2024-05-14,C0402,Customer 402,Consumer,East,Odisha,Bhubaneswar,P002,Electronics,Smartphone,1,19284.3,12,21341.61,300,278.61,COD,Distributor,Delivered,Kavita,Chennai,4,
ORD002305,2024-05-10,C0543,Customer 543,Consumer,West,Gujarat,Gandhinagar,P008,Furniture,Bookshelf,5,4663.46,3,3970.62,144,806.45,COD,Marketplace,Delivered,Mehul,Mysuru,4,
ORD002306,2025-04-23,C0611,Customer 611,Consumer,West,Maharashtra,Pune,P006,Furniture,Office Chair,3,7807.9,10,5014.51,600,540.66,UPI,Marketplace,Delivered,Ramesh,Gandhinagar,,
ORD002307,2024-07-31,C0124,Customer 124,Home Office,South,Karnataka,Bengaluru,P006,Furniture,Office Chair,1,8235.28,12,5492.04,250,303,Debit Card,Marketplace,Delivered,Asha,Kolkata,,
ORD002308,2024-06-19,C0121,Customer 121,Consumer,South,Telangana,Hyderabad,P012,Office Supplies,Pen Box,2,199.32,0,97.46,120,9.36,Credit Card,Marketplace,Delivered,Farhan,Patna,3,
ORD002309,2024-05-01,C0616,Priya Nair,Corporate,North,Rajasthan,Udaipur,P012,Office Supplies,Pen Box,2,158.38,5,93.05,80,16.22,Net Banking,Retail Store,Delivered,Ramesh,Hyderabad,5,
ORD002310,2024-09-04,C0627,Customer 627,Consumer,East,Bihar,Patna,P007,Furniture,Study Table,1,7461.45,30,7436.75,200,279.43,COD,Online,Delivered,Nitin,Udaipur,,
ORD002311,2025-11-24,C0638,Customer 638,Consumer,West,Maharashtra,Pune,P017,Appliances,LED Bulb Pack,2,464.78,7,248.91,150,30.7,Net Banking,Marketplace,Delivered,Imran,Bengaluru,1,
ORD002312,2024-03-24,C0692,Customer 692,Consumer,West,Maharashtra,Mumbai,P015,Appliances,Mixer Grinder,6,3855.6,18,2339.1,540,327.67,COD,Marketplace,Delivered,Mehul,Chennai,2,
ORD002313,2025-12-31,C0250,Customer 250,Consumer,East,Bihar,Patna,P009,Furniture,Sofa,2,16093.54,0,20000.13,120,650.94,UPI,Distributor,Delivered,Asha,Jodhpur,2,
ORD002314,2024-07-12,C0580,Customer 580,Corporate,South,Karnataka,Bengaluru,P005,Electronics,Keyboard,3,1029.22,3,593.27,600,37.92,Credit Card,Retail Store,Delivered,Nitin,Chennai,2,
ORD002315,2024-07-29,C0019,Customer 19,Corporate,North,Rajasthan,Jodhpur,P001,Electronics,Laptop,3,40731.04,3,42438.27,300,4834.11,UPI,Retail Store,Returned,Mehul,Pune,3,Late Delivery
ORD002316,2024-08-05,C0204,Riya Choudhary,Consumer,North,Rajasthan,Udaipur,P014,Appliances,Air Cooler,4,6637.19,10,6418.48,120,621.07,UPI,Online,Delivered,Asha,Pune,,
ORD002317,2024-12-19,C0506,Customer 506,Consumer,East,West Bengal,Kolkata,P006,Furniture,Office Chair,1,6456.86,5,5010.98,300,348.42,Debit Card,Online,Delivered,Imran,Lucknow,4,
ORD002318,2024-07-08,C0536,Customer 536,Consumer,North,Delhi,Delhi,P007,Furniture,Study Table,4,11561.58,12,7669.22,150,2296.86,Wallet,Marketplace,In Transit,Farhan,Patna,5,
ORD002319,2024-05-24,C0349,Customer 349,Home Office,East,West Bengal,Kolkata,P006,Furniture,Office Chair,3,5548.59,10,5165.29,450,856.4,Wallet,Marketplace,Returned,Ramesh,Pune,4,Late Delivery
ORD002320,2025-05-03,C0675,Customer 675,Corporate,West,Gujarat,Gandhinagar,P012,Office Supplies,Pen Box,1,178.4,5,107.09,600,6.01,COD,Online,Delivered,Ramesh,Patna,3,
ORD002321,2025-12-16,C0026,Customer 26,Home Office,North,Delhi,Delhi,P012,Office Supplies,Pen Box,6,213.46,3,98.75,1080,74.79,UPI,Marketplace,Delivered,Priyanka,Nagpur,5,
ORD002322,2024-01-28,C0411,Customer 411,Consumer,North,Uttar Pradesh,Lucknow,P006,Furniture,Office Chair,1,5915.64,0,5628.26,80,150.3,Net Banking,Retail Store,Delivered,Kavita,Chennai,1,
ORD002323,2025-02-01,C0657,Customer 657,Corporate,West,Maharashtra,Nagpur,P004,Electronics,Monitor,2,12308.62,22,9180.91,450,849.7,UPI,Marketplace,Delivered,Mehul,Bengaluru,2,
ORD002324,2025-09-12,C0452,Customer 452,Home Office,North,Uttar Pradesh,Noida,P011,Office Supplies,Printer Paper,5,369.36,0,259.3,540,72.73,Credit Card,Distributor,Delivered,Sonal,Lucknow,4,
ORD002325,2024-01-07,C0323,Customer 323,Consumer,West,Maharashtra,Pune,P014,Appliances,Air Cooler,3,8339.89,0,5998.88,200,1117.91,Wallet,Online,Cancelled,Jay,Chennai,1,
ORD002326,2025-05-03,C0663,Customer 663,Consumer,South,Karnataka,Mysuru,P015,Appliances,Mixer Grinder,5,2583.16,5,2430.39,450,701.4,UPI,Retail Store,Returned,Sonal,Chennai,2,Wrong Product
ORD002327,2024-02-22,C0490,Customer 490,Consumer,East,West Bengal,Kolkata,P001,Electronics,Laptop,2,44297.77,10,40648.47,300,2101.98,UPI,Retail Store,Delivered,Farhan,Hyderabad,5,
ORD002328,2025-08-25,C0409,Customer 409,Corporate,North,Uttar Pradesh,Lucknow,P013,Office Supplies,Stapler,2,231.92,0,187.85,200,20.89,Wallet,Marketplace,Delivered,Ramesh,Kolkata,5,
ORD002329,2024-05-21,C0310,Customer 310,Consumer,West,Maharashtra,Nagpur,P009,Furniture,Sofa,2,21918.42,0,17748.15,300,1291.83,UPI,Retail Store,In Transit,Nitin,Kolkata,3,
ORD002330,2025-10-23,C0430,Customer 430,Home Office,South,Tamil Nadu,Chennai,P005,Electronics,Keyboard,3,1041.05,3,558.27,600,124.84,Net Banking,Distributor,Returned,Sonal,Bengaluru,3,Late Delivery
ORD002331,2024-09-09,C0019,Customer 19,Corporate,North,Rajasthan,jodhpur,P014,Appliances,Air Cooler,1,6492.2,0,6737.49,600,239.02,Wallet,Retail Store,Delivered,Jay,Hyderabad,4,
ORD002332,2025-07-10,C0186,Customer 186,Small Business,East,Odisha,Bhubaneswar,P006,Furniture,Office Chair,1,5636.08,22,5053.89,150,258.38,Credit Card,Retail Store,Delivered,Priyanka,Jodhpur,2,
ORD002333,2025-09-20,C0402,Customer 402,Consumer,East,Odisha,Bhubaneswar,P002,Electronics,Smartphone,2,21860.08,7,20017.16,150,2603.08,Wallet,Retail Store,Delivered,Imran,Pune,2,
ORD002334,2025-12-02,C0405,Customer 405,Home Office,West,Maharashtra,Nagpur,P004,Electronics,Monitor,3,11621.42,7,9009.48,120,766.82,Wallet,Distributor,Cancelled,Imran,Hyderabad,1,
ORD002335,2024-01-05,C0458,Customer 458,Consumer,East,Odisha,Bhubaneswar,P005,Electronics,Keyboard,1,726.7,7,547.66,250,35.33,Wallet,Distributor,In Transit,Asha,Pune,,
ORD002336,2024-05-14,C0374,Customer 374,Consumer,North,Delhi,Delhi,P002,Electronics,Smartphone,3,27995.76,10,19889.27,200,848.14,Credit Card,Marketplace,Delivered,Farhan,Hyderabad,4,
ORD002337,2024-10-26,C0499,Customer 499,Corporate,West,Maharashtra,Nagpur,P003,Electronics,Bluetooth Speaker,4,2772.47,5,1791.46,80,213.12,Debit Card,Online,Delivered,Mehul,Chennai,4,
ORD002338,2024-07-03,C0108,Customer 108,Consumer,South,Telangana,Hyderabad,P006,Furniture,Office Chair,2,7044.52,0,5535.06,80,760.31,Credit Card,Retail Store,Delivered,Jay,Lucknow,,
ORD002339,2025-04-22,C0252,Customer 252,Consumer,East,Odisha,Bhubaneswar,P015,Appliances,Mixer Grinder,1,2811.81,0,2732.43,450,92.04,Credit Card,Distributor,Delivered,Sonal,Hyderabad,1,
ORD002340,2025-02-18,C0620,Arjun Mehta,Consumer,North,Rajasthan,Jodhpur,P017,Appliances,LED Bulb Pack,3,439.5,7,283.45,150,77.6,Credit Card,Online,Delivered,Ramesh,Pune,5,
ORD002341,2024-06-15,C0124,Customer 124,Home Office,South,Karnataka,Bengaluru,P011,Office Supplies,Printer Paper,4,454.35,3,279.09,80,35.47,Debit Card,Retail Store,Returned,Sonal,Lucknow,2,Price Issue
ORD002342,2025-05-20,C0030,Customer 30,Consumer,West,Maharashtra,Pune,P009,Furniture,Sofa,3,27146.21,12,19593.2,600,1743.91,Wallet,Retail Store,Delivered,Priyanka,Udaipur,5,
ORD002343,2024-08-03,C0679,Diya Reddy,Corporate,East,West Bengal,Kolkata,P013,Office Supplies,Stapler,1,250.17,22,162.56,200,9.29,COD,Online,Returned,Asha,Bengaluru,3,
ORD002344,2024-11-02,C0551,Customer 551,Consumer,West,Maharashtra,Mumbai,P014,Appliances,Air Cooler,6,8972.21,7,5969.68,270,1723.61,Debit Card,Marketplace,Delivered,Kavita,Bengaluru,1,
ORD002345,2025-03-31,C0139,Customer 139,Consumer,North,Uttar Pradesh,Lucknow,P011,Office Supplies,Printer Paper,2,298.07,5,280.31,300,10.68,Credit Card,Marketplace,Cancelled,Imran,Lucknow,2,
ORD002346,2024-08-31,C0396,Customer 396,Corporate,West,Maharashtra,Nagpur,P013,Office Supplies,Stapler,10,257.96,12,187.24,216,110.08,Wallet,Distributor,Delivered,Farhan,Kolkata,1,
ORD002347,2024-12-19,C0340,Customer 340,Consumer,North,Delhi,Delhi,P015,Appliances,Mixer Grinder,1,3666.01,3,2538.35,600,53.86,Credit Card,Retail Store,Delivered,Asha,Hyderabad,1,
ORD002348,2024-06-23,C0334,Customer 334,Consumer,South,Telangana,Hyderabad,P008,Furniture,Bookshelf,4,7009.22,0,4414.76,600,1037.96,COD,Retail Store,Returned,Farhan,Jaipur,2,Price Issue
ORD002349,2024-07-19,C0049,Customer 49,Corporate,West,Gujarat,Surat,P007,Furniture,Study Table,8,9483.59,3,7846.76,450,3218.59,Debit Card,Distributor,Delivered,Jay,Lucknow,3,
ORD002350,2024-06-12,C0615,Customer 615,Consumer,West,Gujarat,Gandhinagar,P006,Furniture,Office Chair,1,6373.36,12,5313.91,450,241.57,COD,Distributor,Delivered,Imran,Hyderabad,1,
ORD002351,2024-07-28,C0545,Krishna Jain,Small Business,North,Delhi,Delhi,P006,Furniture,Office Chair,1,7072.71,7,5841.25,600,270.08,Credit Card,Online,Delivered,Imran,Gandhinagar,1,
ORD002352,2025-10-25,C0569,Customer 569,Corporate,South,Telangana,Hyderabad,P004,Electronics,Monitor,2,15846.18,0,9558.12,200,621.16,COD,Distributor,Delivered,Jay,Pune,2,
ORD002353,2025-11-06,C0513,Customer 513,Consumer,West,Gujarat,Ahmedabad,P009,Furniture,Sofa,1,23545.38,0,20154.45,120,872.18,Wallet,Online,Delivered,Imran,Kolkata,3,
ORD002354,2024-02-12,C0677,Customer 677,Corporate,South,Karnataka,Mysuru,P015,Appliances,Mixer Grinder,2,2801.64,3,2566.44,600,154.18,Net Banking,Distributor,Returned,Nitin,Hyderabad,1,Wrong Product
ORD002355,2024-11-24,C0577,Diya Reddy,Corporate,East,Bihar,Patna,P004,Electronics,Monitor,3,9269.06,35,9781.28,250,332.58,Debit Card,Distributor,Delivered,Asha,Chennai,2,
ORD002356,2024-11-29,C0473,Customer 473,Consumer,North,Delhi,Delhi,P012,Office Supplies,Pen Box,6,230.79,0,101.98,540,17.12,Debit Card,Retail Store,Delivered,Sonal,Udaipur,,
ORD002357,2025-12-13,C0276,Customer 276,Consumer,South,Telangana,Hyderabad,P010,Office Supplies,Notebook Pack,4,246.53,10,114.29,300,22.25,Net Banking,Marketplace,Delivered,Imran,Mysuru,2,
ORD002358,2024-09-24,C0012,Customer 12,Home Office,West,Maharashtra,Pune,P015,Appliances,Mixer Grinder,2,3300.49,5,2484.58,80,217.5,Credit Card,Online,Delivered,Priyanka,Pune,4,
ORD002359,2025-10-22,C0684,Customer 684,Corporate,East,West Bengal,Kolkata,P012,Office Supplies,Pen Box,2,166.45,7,107.59,250,4.51,COD,Retail Store,Delivered,Imran,Nagpur,5,
ORD002360,2025-06-20,C0139,Customer 139,Consumer,North,Uttar Pradesh,Lucknow,P008,Furniture,Bookshelf,12,5036.73,22,3939.05,360,3401.64,Debit Card,Distributor,Delivered,Farhan,Surat,1,
